receipt,date,time,details,direction,amount,balance,category,is_gambling,is_loan_app
UN00021J5H,2026-06-24,10:03:25,"Merchant Payment to 554390 - NAIVAS SUPERMARKET THIKA RD",out,779,54017.55,till,false,false
UP00021P9G,2026-06-24,16:55:45,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,1137,55154.55,business_in,false,false
UQ00021VDF,2026-06-24,20:29:28,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,839,55993.55,business_in,false,false
UR000221HE,2026-06-25,06:32:31,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,1691,57684.55,business_in,false,false
US000227LD,2026-06-25,09:33:36,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,634,58318.55,business_in,false,false
UT00022DPC,2026-06-25,12:54:24,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1057,59375.55,business_in,false,false
UU00022JTB,2026-06-26,16:05:17,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,634,60009.55,business_in,false,false
UV00022PXA,2026-06-27,12:45:41,"Customer Transfer to - 2547******902 GRACE WANJIRU",out,378,59631.55,send_money,false,false
UW00022W19,2026-06-27,16:18:20,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,289,59920.55,business_in,false,false
UX00023258,2026-06-27,16:24:10,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,418,60338.55,business_in,false,false
UY00023897,2026-06-28,06:16:50,"Merchant Payment to 548948 - NAIVAS SUPERMARKET THIKA RD",out,1841,58497.55,till,false,false
UZ00023ED6,2026-06-28,07:13:51,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,532,59029.55,business_in,false,false
UA00023KH5,2026-06-28,17:24:43,"M-Shwari Loan Repayment",out,5777,53252.55,loan_repay,false,true
UB00023QL4,2026-06-28,18:23:16,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1589,54841.55,business_in,false,false
UC00023WP3,2026-06-28,18:39:50,"Customer Transfer to - 2547******418 PETER OTIENO",out,927,53914.55,send_money,false,false
UD000242T2,2026-06-28,18:58:49,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1251,55165.55,business_in,false,false
UE000248X1,2026-06-28,20:38:57,"Pay Bill to 290290 - BETIKA Acc. 07******",out,556,54609.55,gambling,true,false
UF00024F10,2026-06-29,10:14:07,"Pay Bill to 851900 - TALA KENYA Acc. LOAN",out,2832,51777.55,paybill,false,true
UG00024L4Z,2026-06-29,11:12:15,"Merchant Payment to 562045 - NAIVAS SUPERMARKET THIKA RD",out,527,51250.55,till,false,false
UH00024R8Y,2026-06-29,16:36:33,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1498,52748.55,business_in,false,false
UJ00024XCX,2026-06-29,19:54:14,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,935,53683.55,business_in,false,false
UK000253GW,2026-06-30,13:55:14,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,502,54185.55,business_in,false,false
UL000259KV,2026-06-30,15:05:55,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,1272,55457.55,business_in,false,false
UM00025FOU,2026-06-30,15:21:12,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,362,55819.55,business_in,false,false
UN00025LST,2026-06-30,15:31:53,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,1585,57404.55,business_in,false,false
UP00025RWS,2026-07-01,06:54:51,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,1372,58776.55,business_in,false,false
UQ00025Y0R,2026-07-01,11:30:06,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,1424,60200.55,business_in,false,false
UR0002644Q,2026-07-01,12:07:38,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,482,60682.55,business_in,false,false
US00026A8P,2026-07-01,17:21:22,"Merchant Payment to 556914 - NAIVAS SUPERMARKET THIKA RD",out,1971,58711.55,till,false,false
UT00026GCO,2026-07-01,17:47:01,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,1230,59941.55,business_in,false,false
UU00026MGN,2026-07-02,09:33:46,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,1699,61640.55,business_in,false,false
UV00026SKM,2026-07-02,10:47:17,"Airtime Purchase",out,238,61402.55,airtime,false,false
UW00026YOL,2026-07-02,19:34:08,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,532,61934.55,business_in,false,false
UX000274SK,2026-07-02,20:53:55,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,268,62202.55,business_in,false,false
UY00027AWJ,2026-07-03,08:59:08,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,542,62744.55,business_in,false,false
UZ00027H0I,2026-07-03,09:35:57,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,796,63540.55,business_in,false,false
UA00027N4H,2026-07-03,09:52:24,"Pay Bill to 522533 - SUNRISE APARTMENTS Acc. RENT",out,9500,54040.55,paybill,false,false
UB00027T8G,2026-07-03,10:52:34,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,507,54547.55,business_in,false,false
UC00027ZCF,2026-07-04,06:53:42,"Airtime Purchase",out,185,54362.55,airtime,false,false
UD000285GE,2026-07-04,08:18:58,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,843,55205.55,business_in,false,false
UE00028BKD,2026-07-04,14:19:17,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,882,56087.55,business_in,false,false
UF00028HOC,2026-07-04,15:39:48,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,1201,57288.55,business_in,false,false
UG00028NSB,2026-07-04,16:24:25,"Customer Withdrawal At Agent Till 351917 - JUJA AGENCIES",out,1985,55303.55,withdraw,false,false
UH00028TWA,2026-07-05,11:49:27,"Pay Bill to 888880 - KPLC PREPAID Acc. 37194***",out,1049,54254.55,paybill,false,false
UJ00029009,2026-07-05,14:25:26,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,563,54817.55,business_in,false,false
UK00029648,2026-07-05,19:29:11,"Merchant Payment Online to 818055 - RUBIS ENERGY JUJA",out,1082,53735.55,till,false,false
UL00029C87,2026-07-05,20:56:09,"Airtime Purchase",out,64,53671.55,airtime,false,false
UM00029IC6,2026-07-05,21:06:40,"Customer Withdrawal At Agent Till 376308 - JUJA AGENCIES",out,1069,52602.55,withdraw,false,false
UN00029OG5,2026-07-06,09:40:21,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,1438,54040.55,business_in,false,false
UP00029UK4,2026-07-06,13:05:04,"Merchant Payment to 525537 - MAMA NGINA GREENGROCERS",out,987,53053.55,till,false,false
UQ0002A0O3,2026-07-06,16:57:05,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,1570,54623.55,business_in,false,false
UR0002A6S2,2026-07-06,18:05:27,"Pay Bill to 851900 - TALA KENYA Acc. LOAN",out,2832,51791.55,paybill,false,true
US0002ACW1,2026-07-06,18:06:45,"Customer Transfer to - 2547******377 MERCY ACHIENG",out,1087,50704.55,send_money,false,false
UT0002AJ00,2026-07-06,20:33:09,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,250,50954.55,business_in,false,false
UU0002AP3Z,2026-07-07,07:57:47,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,1102,52056.55,business_in,false,false
UV0002AV7Y,2026-07-07,08:20:27,"Merchant Payment to 548336 - MAMA NGINA GREENGROCERS",out,1744,50312.55,till,false,false
UW0002B1BX,2026-07-07,09:38:22,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,954,51266.55,business_in,false,false
UX0002B7FW,2026-07-07,15:20:17,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1697,52963.55,business_in,false,false
UY0002BDJV,2026-07-07,21:44:49,"Pay Bill to 290290 - BETIKA Acc. 07******",out,538,52425.55,gambling,true,false
UZ0002BJNU,2026-07-08,21:36:41,"Customer Transfer to - 2547******377 MERCY ACHIENG",out,1330,51095.55,send_money,false,false
UA0002BPRT,2026-07-09,07:49:40,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,1168,52263.55,business_in,false,false
UB0002BVVS,2026-07-09,08:08:27,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,320,52583.55,business_in,false,false
UC0002C1ZR,2026-07-09,19:07:16,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,820,53403.55,business_in,false,false
UD0002C83Q,2026-07-11,08:11:53,"Pay Bill to 290290 - BETIKA Acc. 07******",out,217,53186.55,gambling,true,false
UE0002CE7P,2026-07-11,16:45:17,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,1071,54257.55,business_in,false,false
UF0002CKBO,2026-07-12,07:55:16,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,898,55155.55,business_in,false,false
UG0002CQFN,2026-07-12,14:50:19,"Pay Bill to 247247 - JUJA ACADEMY Acc. FEES",out,8800,46355.55,charge,false,false
UH0002CWJM,2026-07-12,15:40:40,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,947,47302.55,business_in,false,false
UJ0002D2NL,2026-07-12,16:03:54,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1122,48424.55,business_in,false,false
UK0002D8RK,2026-07-13,10:23:07,"Merchant Payment to 543576 - QUICKMART KASARANI",out,1376,47048.55,till,false,false
UL0002DEVJ,2026-07-13,13:04:32,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,325,47373.55,business_in,false,false
UM0002DKZI,2026-07-13,15:14:00,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,1559,48932.55,business_in,false,false
UN0002DR3H,2026-07-14,16:02:44,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,744,49676.55,business_in,false,false
UP0002DX7G,2026-07-14,16:02:48,"Merchant Payment to 545399 - MAMA NGINA GREENGROCERS",out,1329,48347.55,till,false,false
UQ0002E3BF,2026-07-14,16:23:59,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,1378,49725.55,business_in,false,false
UR0002E9FE,2026-07-14,17:13:34,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,1500,51225.55,business_in,false,false
US0002EFJD,2026-07-14,19:13:54,"Merchant Payment Online to 895686 - RUBIS ENERGY JUJA",out,1240,49985.55,till,false,false
UT0002ELNC,2026-07-15,08:39:22,"Funds received from - 2547******640 BRIAN KIPROTICH",in,2491,52476.55,income_received,false,false
UU0002ERRB,2026-07-15,14:53:13,"Pay Bill to 290290 - BETIKA Acc. 07******",out,205,52271.55,gambling,true,false
UV0002EXVA,2026-07-16,08:24:04,"Merchant Payment to 590540 - QUICKMART KASARANI",out,881,51390.55,till,false,false
UW0002F3Z9,2026-07-16,11:03:11,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,1315,52705.55,business_in,false,false
UX0002FA38,2026-07-16,14:28:13,"Pay Bill to 290290 - BETIKA Acc. 07******",out,431,52274.55,gambling,true,false
UY0002FG77,2026-07-16,16:34:06,"Airtime Purchase",out,101,52173.55,airtime,false,false
UZ0002FMB6,2026-07-16,20:43:53,"Customer Transfer to - 2547******418 PETER OTIENO",out,540,51633.55,send_money,false,false
UA0002FSF5,2026-07-16,21:21:07,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,1338,52971.55,business_in,false,false
UB0002FYJ4,2026-07-17,17:27:04,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,620,53591.55,business_in,false,false
UC0002G4N3,2026-07-17,20:22:53,"Customer Withdrawal At Agent Till 310759 - JUJA AGENCIES",out,2181,51410.55,withdraw,false,false
UD0002GAR2,2026-07-17,21:46:29,"Merchant Payment to 543755 - QUICKMART KASARANI",out,1329,50081.55,till,false,false
UE0002GGV1,2026-07-18,10:20:33,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,721,50802.55,business_in,false,false
UF0002GMZ0,2026-07-18,14:48:36,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,1171,51973.55,business_in,false,false
UG0002GT2Z,2026-07-18,15:46:19,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,474,52447.55,business_in,false,false
UH0002GZ6Y,2026-07-18,21:16:05,"Merchant Payment to 586978 - JUJA BUTCHERY",out,1468,50979.55,till,false,false
UJ0002H5AX,2026-07-19,06:26:34,"Merchant Payment to 577702 - QUICKMART KASARANI",out,2096,48883.55,till,false,false
UK0002HBEW,2026-07-19,10:07:28,"Airtime Purchase",out,147,48736.55,airtime,false,false
UL0002HHIV,2026-07-19,11:36:08,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,988,49724.55,business_in,false,false
UM0002HNMU,2026-07-19,20:39:32,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,761,50485.55,business_in,false,false
UN0002HTQT,2026-07-20,11:38:33,"OverDraft of Credit Party",in,750,51235.55,loan_in,false,true
UP0002HZUS,2026-07-20,20:48:34,"Funds received from - 2547******902 GRACE WANJIRU",in,2474,53709.55,income_received,false,false
UQ0002I5YR,2026-07-21,11:48:48,"OD Loan Repayment to 232323 - M-PESA Overdraw",out,758,52951.55,loan_repay,false,true
UR0002IC2Q,2026-07-21,14:42:21,"Airtime Purchase",out,160,52791.55,airtime,false,false
US0002II6P,2026-07-22,06:12:37,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,1368,54159.55,business_in,false,false
UT0002IOAO,2026-07-22,13:25:05,"Merchant Payment to 545861 - MAMA NGINA GREENGROCERS",out,1240,52919.55,till,false,false
UU0002IUEN,2026-07-22,14:06:46,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,897,53816.55,business_in,false,false
UV0002J0IM,2026-07-23,11:33:56,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,1532,55348.55,business_in,false,false
UW0002J6ML,2026-07-23,19:18:40,"Pay Bill to 290290 - BETIKA Acc. 07******",out,487,54861.55,gambling,true,false
UX0002JCQK,2026-07-23,20:14:13,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,898,55759.55,business_in,false,false
UY0002JIUJ,2026-07-23,21:13:55,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1244,57003.55,business_in,false,false
UZ0002JOYI,2026-07-24,08:49:43,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,1447,58450.55,business_in,false,false
UA0002JV2H,2026-07-24,12:24:20,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,836,59286.55,business_in,false,false
UB0002K16G,2026-07-24,16:25:46,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,659,59945.55,business_in,false,false
UC0002K7AF,2026-07-25,16:48:11,"Merchant Payment to 510797 - JUJA BUTCHERY",out,1991,57954.55,till,false,false
UD0002KDEE,2026-07-25,21:32:24,"Airtime Purchase",out,68,57886.55,airtime,false,false
UE0002KJID,2026-07-26,08:36:15,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,892,58778.55,business_in,false,false
UF0002KPMC,2026-07-26,09:28:28,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,572,59350.55,business_in,false,false
UG0002KVQB,2026-07-26,09:49:04,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,1211,60561.55,business_in,false,false
UH0002L1UA,2026-07-26,10:16:22,"OverDraft of Credit Party",in,358,60919.55,loan_in,false,true
UJ0002L7Y9,2026-07-26,11:39:02,"Pay Bill to 290290 - BETIKA Acc. 07******",out,524,60395.55,gambling,true,false
UK0002LE28,2026-07-26,13:34:55,"Merchant Payment to 537810 - JUJA BUTCHERY",out,506,59889.55,till,false,false
UL0002LK67,2026-07-27,08:22:15,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,1343,61232.55,business_in,false,false
UM0002LQA6,2026-07-27,09:16:15,"Merchant Payment to 518192 - MAMA NGINA GREENGROCERS",out,952,60280.55,till,false,false
UN0002LWE5,2026-07-27,15:43:37,"OD Loan Repayment to 232323 - M-PESA Overdraw",out,362,59918.55,loan_repay,false,true
UP0002M2I4,2026-07-27,17:45:52,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,279,60197.55,business_in,false,false
UQ0002M8M3,2026-07-28,11:00:29,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,381,60578.55,business_in,false,false
UR0002MEQ2,2026-07-28,12:04:49,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,1108,61686.55,business_in,false,false
US0002MKU1,2026-07-28,21:28:31,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,339,62025.55,business_in,false,false
UT0002MQY0,2026-07-29,11:23:54,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1239,63264.55,business_in,false,false
UU0002MX1Z,2026-07-29,13:43:28,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,576,63840.55,business_in,false,false
UV0002N35Y,2026-07-29,18:18:11,"Customer Transfer to - 2547******640 BRIAN KIPROTICH",out,1481,62359.55,send_money,false,false
UW0002N99X,2026-07-30,06:36:30,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,430,62789.55,business_in,false,false
UX0002NFDW,2026-07-30,11:19:02,"Pay Bill to 290290 - BETIKA Acc. 07******",out,690,62099.55,gambling,true,false
UY0002NLHV,2026-07-30,12:12:02,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1186,63285.55,business_in,false,false
UZ0002NRLU,2026-07-30,12:15:28,"Customer Transfer to - 2547******155 JOHN KAMAU",out,1479,61806.55,send_money,false,false
UA0002NXPT,2026-07-30,17:02:34,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,1535,63341.55,business_in,false,false
UB0002O3TS,2026-07-30,19:58:36,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,717,64058.55,business_in,false,false
UC0002O9XR,2026-07-31,20:19:23,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,1351,65409.55,business_in,false,false
UD0002OG1Q,2026-08-01,08:55:31,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,890,66299.55,business_in,false,false
UE0002OM5P,2026-08-01,09:16:42,"Customer Transfer to - 2547******902 GRACE WANJIRU",out,1330,64969.55,send_money,false,false
UF0002OS9O,2026-08-01,12:55:01,"Funds received from - 2547******155 JOHN KAMAU",in,2290,67259.55,income_received,false,false
UG0002OYDN,2026-08-01,18:54:59,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,251,67510.55,business_in,false,false
UH0002P4HM,2026-08-01,21:36:18,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,1279,68789.55,business_in,false,false
UJ0002PALL,2026-08-02,13:24:32,"Merchant Payment to 535685 - QUICKMART KASARANI",out,697,68092.55,till,false,false
UK0002PGPK,2026-08-02,14:52:04,"Customer Transfer to - 2547******418 PETER OTIENO",out,801,67291.55,send_money,false,false
UL0002PMTJ,2026-08-02,16:50:06,"Pay Bill to 290290 - BETIKA Acc. 07******",out,670,66621.55,gambling,true,false
UM0002PSXI,2026-08-02,16:53:39,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,600,67221.55,business_in,false,false
UN0002PZ1H,2026-08-03,07:24:07,"Pay Bill to 522533 - SUNRISE APARTMENTS Acc. RENT",out,9500,57721.55,paybill,false,false
UP0002Q55G,2026-08-03,10:09:12,"Customer Transfer to - 2547******155 JOHN KAMAU",out,971,56750.55,send_money,false,false
UQ0002QB9F,2026-08-03,19:32:20,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,350,57100.55,business_in,false,false
UR0002QHDE,2026-08-04,14:41:54,"Merchant Payment to 536956 - MAMA NGINA GREENGROCERS",out,2050,55050.55,till,false,false
US0002QNHD,2026-08-04,16:53:37,"Customer Transfer to - 2547******640 BRIAN KIPROTICH",out,599,54451.55,send_money,false,false
UT0002QTLC,2026-08-04,17:52:08,"Customer Withdrawal At Agent Till 329400 - JUJA AGENCIES",out,2417,52034.55,withdraw,false,false
UU0002QZPB,2026-08-04,20:13:54,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,949,52983.55,business_in,false,false
UV0002R5TA,2026-08-05,14:47:07,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,814,53797.55,business_in,false,false
UW0002RBX9,2026-08-05,15:19:33,"Merchant Payment to 529064 - JUJA BUTCHERY",out,1953,51844.55,till,false,false
UX0002RI18,2026-08-05,16:47:01,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,1321,53165.55,business_in,false,false
UY0002RO57,2026-08-05,21:08:14,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,475,53640.55,business_in,false,false
UZ0002RU96,2026-08-05,21:21:36,"Pay Bill to 888880 - KPLC PREPAID Acc. 37194***",out,1168,52472.55,paybill,false,false
UA0002S0D5,2026-08-06,09:27:16,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,1270,53742.55,business_in,false,false
UB0002S6H4,2026-08-06,10:35:19,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,1691,55433.55,business_in,false,false
UC0002SCL3,2026-08-06,13:18:10,"Customer Transfer to - 2547******377 MERCY ACHIENG",out,804,54629.55,send_money,false,false
UD0002SIP2,2026-08-07,07:16:44,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,1503,56132.55,business_in,false,false
UE0002SOT1,2026-08-07,08:29:44,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,1645,57777.55,business_in,false,false
UF0002SUX0,2026-08-07,09:58:14,"Customer Transfer to - 2547******155 JOHN KAMAU",out,698,57079.55,send_money,false,false
UG0002T10Z,2026-08-07,16:03:12,"Pay Bill to 290290 - BETIKA Acc. 07******",out,285,56794.55,gambling,true,false
UH0002T74Y,2026-08-08,07:57:59,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,462,57256.55,business_in,false,false
UJ0002TD8X,2026-08-08,09:53:14,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,963,58219.55,business_in,false,false
UK0002TJCW,2026-08-08,19:35:38,"M-Shwari Loan Disbursement",in,4422,62641.55,loan_in,false,true
UL0002TPGV,2026-08-09,11:35:21,"Merchant Payment to 563017 - MAMA NGINA GREENGROCERS",out,1730,60911.55,till,false,false
UM0002TVKU,2026-08-10,08:48:03,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1417,62328.55,business_in,false,false
UN0002U1OT,2026-08-10,12:33:15,"Customer Transfer to - 2547******640 BRIAN KIPROTICH",out,482,61846.55,send_money,false,false
UP0002U7SS,2026-08-10,12:48:22,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,963,62809.55,business_in,false,false
UQ0002UDWR,2026-08-10,15:08:02,"Pay Bill to 290290 - BETIKA Acc. 07******",out,364,62445.55,gambling,true,false
UR0002UK0Q,2026-08-10,16:06:20,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,1435,63880.55,business_in,false,false
US0002UQ4P,2026-08-11,11:42:47,"Merchant Payment to 588756 - MAMA NGINA GREENGROCERS",out,1719,62161.55,till,false,false
UT0002UW8O,2026-08-11,16:12:53,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,538,62699.55,business_in,false,false
UU0002V2CN,2026-08-11,17:39:39,"Airtime Purchase",out,111,62588.55,airtime,false,false
UV0002V8GM,2026-08-12,08:39:30,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1207,63795.55,business_in,false,false
UW0002VEKL,2026-08-12,19:01:17,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,991,64786.55,business_in,false,false
UX0002VKOK,2026-08-12,19:18:08,"OverDraft of Credit Party",in,1478,66264.55,loan_in,false,true
UY0002VQSJ,2026-08-12,19:59:36,"Merchant Payment to 547197 - QUICKMART KASARANI",out,748,65516.55,till,false,false
UZ0002VWWI,2026-08-13,07:22:55,"Merchant Payment to 583070 - NAIVAS SUPERMARKET THIKA RD",out,872,64644.55,till,false,false
UA0002W30H,2026-08-13,08:29:20,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,1075,65719.55,business_in,false,false
UB0002W94G,2026-08-13,08:40:52,"Customer Transfer to - 2547******418 PETER OTIENO",out,914,64805.55,send_money,false,false
UC0002WF8F,2026-08-13,16:54:20,"OD Loan Repayment to 232323 - M-PESA Overdraw",out,1493,63312.55,loan_repay,false,true
UD0002WLCE,2026-08-13,17:52:32,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,1698,65010.55,business_in,false,false
UE0002WRGD,2026-08-13,19:29:46,"OverDraft of Credit Party",in,743,65753.55,loan_in,false,true
UF0002WXKC,2026-08-14,07:04:17,"Merchant Payment to 517377 - QUICKMART KASARANI",out,1238,64515.55,till,false,false
UG0002X3OB,2026-08-14,12:26:59,"OD Loan Repayment to 232323 - M-PESA Overdraw",out,750,63765.55,loan_repay,false,true
UH0002X9SA,2026-08-15,17:04:10,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,762,64527.55,business_in,false,false
UJ0002XFW9,2026-08-15,17:11:18,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,317,64844.55,business_in,false,false
UK0002XM08,2026-08-15,18:28:58,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,1161,66005.55,business_in,false,false
UL0002XS47,2026-08-16,06:44:48,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,1416,67421.55,business_in,false,false
UM0002XY86,2026-08-16,19:58:19,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,1351,68772.55,business_in,false,false
UN0002Y4C5,2026-08-17,11:16:08,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,654,69426.55,business_in,false,false
UP0002YAG4,2026-08-17,13:13:21,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,765,70191.55,business_in,false,false
UQ0002YGK3,2026-08-17,15:13:21,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,1074,71265.55,business_in,false,false
UR0002YMO2,2026-08-17,18:35:02,"Customer Withdrawal At Agent Till 358027 - JUJA AGENCIES",out,2350,68915.55,withdraw,false,false
US0002YSS1,2026-08-18,12:52:33,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,663,69578.55,business_in,false,false
UT0002YYW0,2026-08-18,18:47:36,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,1636,71214.55,business_in,false,false
UU0002Z4ZZ,2026-08-18,20:32:47,"Merchant Payment to 535676 - NAIVAS SUPERMARKET THIKA RD",out,1290,69924.55,till,false,false
UV0002ZB3Y,2026-08-19,07:50:39,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,581,70505.55,business_in,false,false
UW0002ZH7X,2026-08-19,10:51:42,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,1040,71545.55,business_in,false,false
UX0002ZNBW,2026-08-19,11:59:30,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,701,72246.55,business_in,false,false
UY0002ZTFV,2026-08-19,16:34:14,"Customer Withdrawal At Agent Till 376758 - JUJA AGENCIES",out,2265,69981.55,withdraw,false,false
UZ0002ZZJU,2026-08-19,20:04:00,"OverDraft of Credit Party",in,1388,71369.55,loan_in,false,true
UA000305NT,2026-08-20,09:03:39,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,863,72232.55,business_in,false,false
UB00030BRS,2026-08-20,10:51:22,"OD Loan Repayment to 232323 - M-PESA Overdraw",out,1402,70830.55,loan_repay,false,true
UC00030HVR,2026-08-21,07:10:08,"Airtime Purchase",out,54,70776.55,airtime,false,false
UD00030NZQ,2026-08-21,07:30:53,"Pay Bill to 290290 - BETIKA Acc. 07******",out,644,70132.55,gambling,true,false
UE00030U3P,2026-08-21,08:11:03,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,492,70624.55,business_in,false,false
UF0003107O,2026-08-21,09:50:43,"Merchant Customer Payment from 2547******155 JOHN KAMAU",in,1376,72000.55,business_in,false,false
